Refid,country,continent,st_design,plant?,setting,species,serotype,plant_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Schwarzengrund,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Infantis,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Anatum,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Agona,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Typhimurium,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5001,Not reported,Not Reported,Analytical observational,Yes,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,S. Enteritidis,"Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile",,,,,,,Broiler chickens,"feed,equipment,environment","pelleted feed,animal byproducts,Mash,Wheat grain,meat meal,Soya","Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Schwarzewngrund,Anatum,Infantis,Agona,Typhimurium,Rissen,Cubana,Enteritidis,Derby,Agama,California,Broughton,O13, 19: non-motile","Molecular characterization (descriptive),Comparison of serotypes between sources,Comparison of prevalence between sources",,,,,,,,,,,,,,,,,,,,,,Broiler chickens,"feed,equipment,environment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment","Anatum,Ealing,13,19: non-motile","Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
5365,Not reported,Not Reported,"Laboratory study (experimental, something manipulated)",Yes,Feed manufacturing plant,Swine,S. Typhimurium,Typhimurium,,,,,,,Swine,feed,"Not reported,pelleted feed,Soybean meal,Wheat grain","Concentration,Survival time,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,sodium butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The heating experiment did not involve feed so it's not relevant to us.
3090,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Not Reported,S. Senftenberg,"Senftenberg,Montevideo,Agona,Typhimurium",,,,,,,Not reported,not specified,,"None of the above,Results were combined among sample types","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphology
3090,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Not Reported,S. Montevideo,"Senftenberg,Montevideo,Agona,Typhimurium",,,,,,,Not reported,not specified,,"None of the above,Results were combined among sample types","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphology
3090,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Not Reported,S. Agona,"Senftenberg,Montevideo,Agona,Typhimurium",,,,,,,Not reported,not specified,,"None of the above,Results were combined among sample types","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphology
3090,Not reported,Not Reported,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,Feed manufacturing plant,Not Reported,S. Typhimurium,"Senftenberg,Montevideo,Agona,Typhimurium",,,,,,,Not reported,not specified,,"None of the above,Results were combined among sample types","Senftenberg,Montevideo,Agona,Typhimurium","Estimating concentration of Salmonella,Estimating survival time of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morphology
4692,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,DNA-based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The artificially contaminated samples did not appear to involve animal feed.  Sensitivity and specificity were other outcomes reported.
5010,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone",,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5010,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone",,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5010,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. Schwarzengrund,"Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone",,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5010,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone",,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5010,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. Livingstone,"Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone",,,,,,,Not reported,"feed,environment",animal byproducts,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Schwarzewngrund,Typhimurium,Ohio,Livingstone","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present",Naturally infected,"Enrichment methods,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's a technique to enhance recovery of Salmonella rather than a detection method per se.
5152,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,Rapeseed,Sunflower meal,Feather meal,Soy,Fish meal,Coconut,blood meal,egg powder,biscuit flour,sorgho,maize flour",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Development of validation of methods for detection of Salmonella,Naturally infected,"Culture-based,Enrichment methods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5244,Not reported,Not Reported,Diagnostic test evaluation,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,Other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9132,Not reported,Not Reported,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,"feed,equipment",pelleted feed,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,thermal and chemical decontamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10237,Not reported,Not Reported,Analytical observational,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,animal byproducts,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,rendering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16367,Not reported,Not Reported,Single group observational,Yes,Feed manufacturing plant,Not Reported,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,Not reported,feed,algal waste,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
