Refid,country,continent,st_design,farm?,setting,species,serotype,farm_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Mbandaka,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Montevideo,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Kentucky,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Anatum,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Infantis,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Typhimurium,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
5308,Canada,North America,Diagnostic test evaluation,Yes,On-farm (including farmed fish sites),Poultry,S. Derby,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broiler chickens,Laying hens,Chickens, not further specified,Turkeys",feed,"supplement,Not specified,Mash",Prevalence / proportion positive,"Senftenberg,Mbandaka,Tennessee,Montevideo,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Hadar,Heidelberg,Give,Derby,Worthington,Brandenburg,Kentucky,Havana,Saintpaul,Rubislaw,Fresno,Urbana,Ohio,Berta,Oranienburg,Newington,Java,Thomasville,Bredeney,Binza,Broughton,Taksony","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Culture-based,Other",,,,,,,,,,,,,,False positive rates were also reported.
108,USA,North America,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,1,4,[5],12:i:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",equipment,,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,1,4,[5],12:i:-","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
1554,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Anatum,Worthington,Kentucky,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum,Worthington,Kentucky,Rough","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
1554,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Anatum,"Senftenberg,Anatum,Worthington,Kentucky,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum,Worthington,Kentucky,Rough","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
1554,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Senftenberg,Anatum,Worthington,Kentucky,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum,Worthington,Kentucky,Rough","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
1554,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Kentucky,"Senftenberg,Anatum,Worthington,Kentucky,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum,Worthington,Kentucky,Rough","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2806,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Worthington,"Senftenberg,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,
2806,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Senftenberg,Worthington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,
2871,USA,North America,Single group observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2893,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Odds ratios / risk ratios,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,other",,,,,,,,,,,,,
3351,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,"We don't know what other serotypes they found, but they did say the feed had Senftenberg."
3351,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Yes,On-farm (including farmed fish sites),Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,"We don't know what other serotypes they found, but they did say the feed had Senftenberg."
3717,USA,North America,Analytical observational,Yes,On-farm (including farmed fish sites),Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
