Refid,country,st_design,setting,species,design,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
1621,USA,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,USA,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2711,Portugal,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2890,Not reported,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3514,Ireland,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfection,,,,,,,,,,,,
3801,Sweden,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,wet grain","Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Cubana,"Risk factors for prevalence or concentration of Salmonella,Outbreak investigation",,,,"farm characteristics,feed characteristics",,,,,,,,,,,,,
3894,USA,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Evaluation of interventions to reduce Salmonella",,,,,depopulation,,,,,,,,,,,,
4586,Greece,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
5098,USA,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
7804,USA,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Not specified,corn",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,feed characteristics",,,,,,,,,,,,,
9104,Serbia,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9120,Not reported,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9585,Thailand,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"season, climate,feed characteristics",,,,,,,,,,,,,
9744,Serbia,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
11861,Not reported,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
18165,Nigeria,Analytical observational,On-farm,Swine,Analytical observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Infantis,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
2055,USA,Clinical / field trial with natural disease exposure,On-farm,Swine,Clinical / field trial with natural disease exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Mbandaka,Agona,Typhimurium,Heidelberg,Derby,Worthington,London,Inverness","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,"Table 1 is tricky to extract serotypes and they list feed at the top but this only refers to the level of Cu or Zn in the feed, not necessarily that the serotype listed was found in the feed. You have to refer to the 3rd column from the left for that."
9794,Nigeria,"Laboratory study (experimental, something manipulated)",On-farm,Swine,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,cassava,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,ensiling,,,,,,,,,,,,
4476,Brazil,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Swine,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment",Not specified,"Antimicrobial resistance,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Typhimurium,Sandiego","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
11474,Germany,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Swine,Molecular studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,No results presented,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,
123,Viet Nam,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Weltevreden","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
368,Brazil,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
603,Not reported,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"equipment,environment",,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Derby",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,I'm assuming the feed pipeline counts as feed eqipment.
2653,Brazil,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2844,South Korea,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3501,USA,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Molecular characteristics,Results were combined among sample types,Reported number of positive samples without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,"This is also an in silico study. Serotypes were presented lumped together. Molecular data for feed was presented separately. Only reported the # positive feed samples, not denominator."
3910,Belgium,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4348,USA,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All 221 feed samples were negative for Salmonella.
4509,USA,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4539,South Korea,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,
4613,Not reported,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Schwarzewngrund,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4696,Germany,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative."
5006,USA,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Soybean meal,corn meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Tennessee,Johannesburg,Orion,Derby,Worthington,Kentucky,Copenhagen,Orianenburg,Thomasville","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,One serotype was S. Typhimurium (Copenhagen)
7760,Not reported,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","pelleted feed,commercial feed, not otherwise specified","Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,
9967,Nigeria,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating concentration of Salmonella,,,,,,,,,,,,,,,,,
10414,Ecuador,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Whey,molasses,banana,banana silage,yoghurt",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
11379,Not reported,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative.
11499,Canada,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Brewers,Whey,liquid swine feed,corn distillers solubles,bakery meal,sugar syrup,buttermilk",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All samples were negative for Salmonella.
17143,Great Britain,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,equipment",Not specified,"Results were combined among sample types,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
19359,USA,Single group observational,On-farm,Swine,Single group observational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Heidelberg,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Swine,Diagnostic test evaluation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Swine,Laboratory study (experimental),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
