Refid,year,country,continent,setting,outcome,NR_outcomes,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
2242,2013,USA,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Not reported,feed,"animal byproducts,Soybean meal,Sunflower meal,cottonseed meal,canola meal,Linseed meal,alfalfa meal,oilseed byproducts,corn products,hominy","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Tennessee,Montevideo,Johannesburg,Anatum,Infantis,Bareilly,Cerro,Ohio,Lille,Oranienburg,Schwarzengrund,Muenster,Amager,Meleagridis,Waycross","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of serotypes between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,2010,USA,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Not reported,feed,animal byproducts,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Johannesburg,Amsterdam,Enteritidis,Livingstone,Oranienburg,Banana,Idikan,Putten,Molade,IIIa. 42:z4,z23,Demerara","Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,also looks at the d-value
332,2020,USA,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Commercial feed","Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Schwarzewngrund,Agona,Javiana,Typhimurium,Rissen,Hartford,Kiambu,I 4,[5],12:i:-,Barranquilla,Bareilly,Braenderup,Cubana,Soerenga,Worthington","Molecular characterization (descriptive),Comparison of AMR patterns between sources,Comparison of serotypes between sources,Comparison of molecular characterization between sources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prevalence data were collected from a previous (published) study, so I'm not extracting it here."
3510,2007,Canada,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Broiler chickens,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Orion,Enteritidis","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,feed characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,2005,USA,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Not reported,feed,animal byproducts,"Concentration,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Johannesburg,Infantis,Agona,Typhimurium,Enteritidis,Havana,Livingstone,Lexington,Arkansas","Estimating concentration of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2019,USA,North America,Feed Manufacturing Plant,Serovar(s) Present,,,,,,,,,Swine,"feed,equipment,environment","pelleted feed,Mash","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,I 4,[5],12:i:-","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,"geographic region,season, climate,plant characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,2017,USA,North America,Feed Manufacturing Plant,Survival Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",North America,Feed Transportation,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,2001,USA,North America,Feed Transportation,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",North America,Feed Transportation,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12183,1997,USA,North America,Feed Transportation,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,2001,USA,North America,Feed Transportation,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12183,1997,USA,North America,Feed Transportation,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","meat and bone meal,fish meal,corn,soybean meal,meat,bonemeal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Infantis,Oranienburg,Derby,Orion,rough,untypable 6,7
K-monophasic","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella","transportation characteristics,feed characteristics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,2011,"Not reported,USA,Ecuador,Australia,Uruguay,Taiwan,Thailand,Chile,Peru,American Samoa",North America,Feed Transportation,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,Not reported,feed,Not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Johannesburg,Anatum,Infantis,Oranienburg,Amager,Schwarzengrund,Kentucky,Indiana,II,Ohio,Chester,Siegburg,Adelaide,Rissen,Livingstone,Havana,Fresno,Saintpaul,Babelsberg,Aberdeen","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",geographic region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,2002,USA,North America,Feed Transportation,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,Turkeys,"feed,equipment",Not reported,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,Turkeys,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Worthington,Muenster","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,"There were 2 positive samples from the farm: one Worthington, one Senftenberg. I couldn't find any information about isolates from the feed truck (they were lumped with other ""environmental samples"".  Assuming the augur is associated with the feed truck."
4514,2001,USA,North America,Feed Transportation,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,animal byproducts,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Tennessee,Oranienburg,Schwarzengrund,Livingstone,arkansas,Roterberg,Brandenburg","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After discussion with Ellen, we decided to extract this as feed transportation rather than feed mill as they sampled the feed at the feed mill while it was being offloaded (presumably from trucks)"
5480,2010,USA,North America,Field Used to Grow Animal Feeds,Concentration,,Not reported,Soil,Concentration,Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",field characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13916,2006,USA,North America,Field Used to Grow Animal Feeds,Prevalence,,Beef cattle,"Pasture / grass,Soil","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Swine,Poultry, not further specified",feed,"dry grain,Hay,Total mixed ration (TMR),extruded swine feed","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,,"geographic region,season, climate,feed characteristics",,,,,,,,,,,,,
108,2020,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661,1998,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,2016,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,2015,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,2015,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,2014,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,2014,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2013,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2010,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3987,2005,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,2004,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,2002,USA,North America,On-farm,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,2016,USA,North America,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19469,1998,USA,North America,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter intended as feed,"Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella",,,,,,,,,,,,,,,,,
4083,2004,USA,North America,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,milk (fed to calves),"Concentration,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,Pasteurizer,,,,,,,,,,,,
97,2020,USA,North America,On-farm,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661,1998,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,2016,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,2013,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,2011,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,2010,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,2008,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,2008,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,Total mixed ration (TMR),"Prevalence / proportion positive,Molecular characteristics",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3445,2008,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,2007,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Molecular characteristics,Results were combined among sample types,Reported number of positive samples without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,"This is also an in silico study. Serotypes were presented lumped together. Molecular data for feed was presented separately. Only reported the # positive feed samples, not denominator."
3987,2005,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,2004,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,2003,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,1999,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5461,2011,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,2002,USA,North America,On-farm,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,2010,USA,North America,On-farm,OR/RR/HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Odds ratios / risk ratios,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,other",,,,,,,,,,,,,
4235,2003,USA,North America,On-farm,OR/RR/HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,environment,,"Prevalence / proportion positive,Odds ratios / risk ratios,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,farm characteristics",,,,,,,,,,,,,
108,2020,USA,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2017,USA,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,calf milk replacer,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,No samples were positive for Salmonella
1109,2017,Canada,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,"equipment,environment",,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Evaluation of interventions to reduce Salmonella",,,,,cleaning and disinfecting,,,,,,,,,,,,Serotypes not specifically reported for feed.
1127,2017,USA,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12661,1998,USA,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12891,2014,USA,North America,On-farm,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13916,2006,USA,North America,On-farm,Prevalence,,Beef cattle,"Pasture / grass,Soil","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Swine,Poultry, not further specified",feed,"dry grain,Hay,Total mixed ration (TMR),extruded swine feed","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,,"geographic region,season, climate,feed characteristics",,,,,,,,,,,,,
