Refid,User,Level,year,country,continent,st_design,setting,species,outcome,NR_species,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
4586,"SarahTotton,Mikalya_Plishka",3,2001,Greece,Europe,Analytical observational,On-farm (including farmed fish sites),Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4586,"SarahTotton,Mikalya_Plishka",3,2001,Greece,Europe,Analytical observational,On-farm (including farmed fish sites),Swine,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4613,"SarahTotton,Mikalya_Plishka",3,2001,Not reported,Not Reported,Single group observational,On-farm (including farmed fish sites),Swine,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Schwarzewngrund,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Cattle or Buffalo,Concentration,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",feed,"Commercial feed,Milk replacer,soybean meal,Fish meal,Game bird,Ratite (emu) starter-crumble","Prevalence / proportion positive,Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Enrichment methods",,,Detection limit was another outcome
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Cattle or Buffalo,Prevalence,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Poultry,Concentration,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",feed,"Commercial feed,Milk replacer,soybean meal,Fish meal,Game bird,Ratite (emu) starter-crumble","Prevalence / proportion positive,Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Enrichment methods",,,Detection limit was another outcome
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Poultry,Prevalence,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Swine,Concentration,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",feed,"Commercial feed,Milk replacer,soybean meal,Fish meal,Game bird,Ratite (emu) starter-crumble","Prevalence / proportion positive,Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Enrichment methods",,,Detection limit was another outcome
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Swine,Prevalence,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Not Reported,Concentration,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",feed,"Commercial feed,Milk replacer,soybean meal,Fish meal,Game bird,Ratite (emu) starter-crumble","Prevalence / proportion positive,Concentration,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator","Not specified / any or all combined / Salmonella spp.,Typhimurium","Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella",Both natural and innoculated evaluated,,"Culture-based,DNA-based,Enrichment methods",,,Detection limit was another outcome
4654,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Not specified,Not Reported,Prevalence,"Cattle, not further specified,Swine,Chicken, not further specified,Turkeys,Other farmed poultry,Not reported",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"SarahTotton,Mikalya_Plishka",3,2000,Japan,Asia,Analytical observational,Feed transportation (e.g. feed trucks),Poultry,Prevalence,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"Commercial, not otherwise specified","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Infantis,Agona,II,Ohio,Rissen,Livingstone,Brandenburg,Muenster,Derby,UT,Bareilly,Hindmarsh,Thompson,Suberu,Orion,Edinburgh,Emek,Kisii,Regent,Enteritidis,Irion,Liverpool,Tilburg,Heidelberg,Corvallis,Grostrup,London,Krefeld,Hadar,Kambole,Grampian,Westhampton","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4682,"SarahTotton,Mikalya_Plishka",3,2000,Japan,Asia,Analytical observational,Feed transportation (e.g. feed trucks),Poultry,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,Laying hens,feed,"Commercial, not otherwise specified","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Infantis,Agona,II,Ohio,Rissen,Livingstone,Brandenburg,Muenster,Derby,UT,Bareilly,Hindmarsh,Thompson,Suberu,Orion,Edinburgh,Emek,Kisii,Regent,Enteritidis,Irion,Liverpool,Tilburg,Heidelberg,Corvallis,Grostrup,London,Krefeld,Hadar,Kambole,Grampian,Westhampton","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The feed was all sampled off the feed trucks. However, for S. Enteritidis, they determined which feed mill each positive sample came from."
4692,"SarahTotton,Mikalya_Plishka",3,2000,Not reported,Not Reported,Diagnostic test evaluation,Feed manufacturing plant,Not Reported,Prevalence,,,,,,,,,Not reported,feed,Not reported,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,"Culture-based,DNA-based",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The artificially contaminated samples did not appear to involve animal feed.  Sensitivity and specificity were other outcomes reported.
4696,"SarahTotton,Mikalya_Plishka",3,2000,Germany,Europe,Single group observational,On-farm (including farmed fish sites),Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative."
4734,"SarahTotton,Mikalya_Plishka",3,2000,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Poultry,Antimicrobial Resistance,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,"SarahTotton,Mikalya_Plishka",3,2000,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Poultry,Molecular Characteristics,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734,"SarahTotton,Mikalya_Plishka",3,2000,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,
4762,"SarahTotton,Mikalya_Plishka",3,1999,Saudi Arabia,Asia,Single group observational,"Feed manufacturing plant,On-farm (including farmed fish sites)",Poultry,Serotype(s) Present,,,,,,,,,Broiler chickens,feed,"dry grain,Flour",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Virchow,LIvingstone,Java,Concord","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,All samples from the feed mills were negative.
4806,"SarahTotton,Mikalya_Plishka",3,1999,Finland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)","Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,Molecular Characteristics,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
4806,"SarahTotton,Mikalya_Plishka",3,1999,Finland,Europe,"Molecular studies (e.g. categorization from isolate banks, AMR etc)","Feed manufacturing plant,On-farm (including farmed fish sites)",Cattle or Buffalo,Serotype(s) Present,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,pelleted feed,Rapeseed,Soybean meal","Molecular characteristics,Serotype(s) present in food / food environment / food equipment",Infantis,"Molecular characterization (descriptive),Outbreak investigation",,,,,,,,,,,,,,,,,
4858,"SarahTotton,Mikalya_Plishka",3,1999,Spain,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Concentration,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4858,"SarahTotton,Mikalya_Plishka",3,1999,Spain,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Serotype(s) Present,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,Evaluation of interventions to reduce Salmonella,,,,,raw extract of Arthrinium strains,
4858,"SarahTotton,Mikalya_Plishka",3,1999,Spain,Europe,"Laboratory study (experimental, something manipulated)",Not specified,Poultry,Survival Time,"Poultry, not further specified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4862,"SarahTotton,Mikalya_Plishka",3,1999,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm (including farmed fish sites),Poultry,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Kentucky,Simsbury","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4862,"SarahTotton,Mikalya_Plishka",3,1999,USA,North America,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm (including farmed fish sites),Poultry,Serotype(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Kentucky,Simsbury","Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
4885,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not specified,Not Reported,Molecular Characteristics,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not specified,Not Reported,Prevalence,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4885,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not specified,Not Reported,Serotype(s) Present,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Tennessee,Schwarzewngrund,Johannesburg,Anatum,Infantis,Agona,Typhimurium,Heidelberg,Alachua,Kentucky,cerro,Cubana,Livingstone,Muenster,orion,California,Java","Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella,Determining serotypes present,Molecular characterization (descriptive)",Naturally infected,,"Culture-based,Enrichment methods,Other",,,Sensitivity and specificity were other reported outcomes.
4905,"SarahTotton,Mikalya_Plishka",3,1998,Canada,North America,Diagnostic test evaluation,Not specified,Not Reported,Prevalence,Not reported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"pelleted feed,animal byproducts,soybean meal,Fish meal,Bone meal,Mash,meat meal,Canola meal,blood meal",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Naturally infected,,"Enrichment methods,Other",,,Sensitivity and specificity were also reported outcomes
