Refid,User,Level,year,country,continent,st_design,setting,setting1,species,sources,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments,,NR_interv,Comments
13916,"Ellen_Vriezen,Mikalya_Plishka",3,2006,USA,North America,Analytical observational,On-farm,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Poultry,,Beef cattle,"Pasture / grass,Soil","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Swine,Poultry, not further specified",feed,"dry grain,Hay,Total mixed ration (TMR),extruded swine feed","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,,"geographic region,season, climate,feed characteristics",,,,,,,,,,,,,,,ethyl alcohol vs. propionic acid,
13916,"Ellen_Vriezen,Mikalya_Plishka",3,2006,USA,North America,Analytical observational,On-farm,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Swine,,Beef cattle,"Pasture / grass,Soil","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dairy cattle,Beef cattle,Swine,Poultry, not further specified",feed,"dry grain,Hay,Total mixed ration (TMR),extruded swine feed","Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present,Comparison of serotypes between sources,Risk factors for prevalence or concentration of Salmonella,Comparison of prevalence between sources",,,,"geographic region,season, climate,feed characteristics",,,,,,,,,,,,,,,radioactive uranium,
1424,"SarahTotton,Ellen_Vriezen",3,2016,USA,North America,Laboratory study (experimental),On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,feed,Colostrum,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Dublin,Evaluation of interventions to reduce Salmonella,,,,,high-pressure processing,,,,,,,,,,,,,,radioactive uranium,
1554,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Molecular studies,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Senftenberg,Anatum,Worthington,Kentucky,Rough","Determining antimicrobial resistance,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,radioactive uranium,
1599,"SarahTotton,Mikalya_Plishka",3,2016,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Anatum,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,"deep stacking, ensiling",
1621,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Goats,Swine,Broiler chickens,Laying hens",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,organic acids,
1621,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Goats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Goats,Swine,Broiler chickens,Laying hens",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,organic acids,
1621,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Goats,Swine,Broiler chickens,Laying hens",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,"ensiling, deep stacking",deep stacking
1621,"Ellen_Vriezen,Mikalya_Plishka",3,2016,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified,Goats,Swine,Broiler chickens,Laying hens",feed,Not specified,Results were combined among sample types,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,accellerators and inoculums used in fermentation,
1737,"SarahTotton,Mikalya_Plishka",3,2015,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,"dry grain,Not specified","Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Muenchen,Kentucky,Newport","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,"autoclaving, toasting, cooking",
1738,"SarahTotton,Mikalya_Plishka",3,2015,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Montevideo,Anatum,Muenchen,Meleagridis,Kentucky","Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,INNOCULANT LACTOSIL BIOGAZ PLUS,
1919,"Ellen_Vriezen,Mikalya_Plishka",3,2014,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dairy cattle,equipment,,"Prevalence / proportion positive,Results were combined among sample types","Not specified / any or all combined / Salmonella spp.,Newport,Cerro","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,,,INNOCULANT LACTOSIL BIOGAZ PLUS,
19359,"Ellen_Vriezen,Mikalya_Plishka",3,1999,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Heidelberg,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,pressurization,
19466,"Ellen_Vriezen,Mikalya_Plishka",3,1997,Canada,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,supplement,"Reported number of positive samples without a denominator,Serotype(s) present in food / food environment / food equipment",Give,"Estimating prevalence of Salmonella,Outbreak investigation",,,,,,,,,,,,,,,,,,,,salmonella in protein from treated sludge not detected - 'data not shown'
19469,"Ellen_Vriezen,Mikalya_Plishka",3,1998,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter intended as feed,"Prevalence / proportion positive,Concentration",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Estimating concentration of Salmonella",,,,,,,,,,,,,,,,,,,,
1973,"Ellen_Vriezen,Mikalya_Plishka",3,2014,"Trinidad and Tobago,Grenada,St. Lucia",North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Anatum,Uganda","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,,,Organic Acids and Temperature,
2055,"SarahTotton,Mikalya_Plishka",3,2014,USA,North America,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Mbandaka,Agona,Typhimurium,Heidelberg,Derby,Worthington,London,Inverness","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,"Table 1 is tricky to extract serotypes and they list feed at the top but this only refers to the level of Cu or Zn in the feed, not necessarily that the serotype listed was found in the feed. You have to refer to the 3rd column from the left for that.",,raw extract of Arthrinium strains,
2063,"SarahTotton,Mikalya_Plishka",3,2014,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment",Orion,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,I'm assuming that none of the organic farms had Salmonella in their feed.,,organic acids,
21441,"Ellen_Vriezen,Mikalya_Plishka",3,2019,USA,North America,Analytical observational,On-farm,"Field used to grow animal feeds,On-farm (including farmed fish sites)",Cattle,,"Cattle, not further specified",Crop in field,Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella","geographic region,season, climate or weather",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"commercial feed, not otherwise specified,organic grains,organic mixed ration",Reported number of positive samples without a denominator,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,season, climate",,,,,,,,,,,,,,,black soldier fly,
2218,"SarahTotton,Mikalya_Plishka",3,2013,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Swine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted""",,,All of the samples were negative for Salmonella.
2806,"Ellen_Vriezen,Mikalya_Plishka",3,2011,USA,North America,Molecular studies,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Worthington",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,,,,All of the samples were negative for Salmonella.
2818,"Ellen_Vriezen,Mikalya_Plishka",3,2011,USA,North America,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,"dry grain,corn silage","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Montevideo,Anatum,Meleagridis,Rough","Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,starling control,,,,,,,,,,,,,,"organic acids, formaldehyde",Only Enteritidis is used in the feed matrix study.
2871,"Ellen_Vriezen,Mikalya_Plishka",3,2010,USA,North America,Single group observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chickens, not further specified",feed,Not specified,"Molecular characteristics,Antimicrobial resistance,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,,,"organic acids, formaldehyde",Only Enteritidis is used in the feed matrix study.
2893,"Ellen_Vriezen,Mikalya_Plishka",3,2010,USA,North America,Analytical observational,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,Not specified,"Prevalence / proportion positive,Odds ratios / risk ratios,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Risk factors for prevalence or concentration of Salmonella",,,,"farm characteristics,other",,,,,,,,,,,,,,,,
3296,"Ellen_Vriezen,Mikalya_Plishka",3,2008,Canada,North America,Clinical / field trial with natural disease exposure,On-farm,On-farm (including farmed fish sites),Cattle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,forage,"Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium,Derby,Krefeld","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,other,,,,,,,,,,,,,manure treatment on soil and forage,,rice bran,Rice bran is the intervention but it's also the feed. I ignored all the test conditions with cecal bacteria because this is mimicking conditions inside the birds.
3351,"SarahTotton,Mikalya_Plishka",3,2008,USA,North America,Molecular studies,On-farm,On-farm (including farmed fish sites),Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkeys,feed,Not specified,"Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg",Molecular characterization (descriptive),,,,,,,,,,,,,,,,,"We don't know what other serotypes they found, but they did say the feed had Senftenberg.",,,
