Refid,country,st_design,setting,species,outcome,plant_species,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
2890,Not reported,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3910,Belgium,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4348,USA,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All 221 feed samples were negative for Salmonella.
4509,USA,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4586,Greece,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4696,Germany,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,"I think that ""ready-to-ship feeders"" are actual pigs, not feed containers. All feed samples in this study were negative."
5006,USA,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5098,USA,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,Not reported,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7804,USA,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"Not specified,corn",Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,"geographic region,feed characteristics",,,,,,,,,,,,,
9104,Serbia,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9120,Not reported,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
9585,Thailand,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9744,Serbia,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,,,,,,,,,,,,
11379,Not reported,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,Prevalence / proportion positive,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,All feed samples were negative.
18165,Nigeria,Analytical observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19359,USA,Single group observational,On-farm,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Viet Nam,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Weltevreden","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
383,Brazil,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Mbandaka,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Comparison of AMR patterns between sources",,,,,,,,,,,,,,,,,
603,Not reported,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"equipment,environment",,"Prevalence / proportion positive,Incidence,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Derby",Estimating prevalence of Salmonella,,,,,,,,,,,,,,,,,I'm assuming the feed pipeline counts as feed eqipment.
2055,USA,Clinical / field trial with natural disease exposure,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Mbandaka,Agona,Typhimurium,Heidelberg,Derby,Worthington,London,Inverness","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,"Table 1 is tricky to extract serotypes and they list feed at the top but this only refers to the level of Cu or Zn in the feed, not necessarily that the serotype listed was found in the feed. You have to refer to the 3rd column from the left for that."
2218,USA,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Not specified","Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Rissen","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive),Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,"Feed was ""pelleted"" and ""unpelleted"""
2653,Brazil,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,pelleted feed,"Prevalence / proportion positive,Molecular characteristics,Serotype(s) present in food / food environment / food equipment","Senftenberg,Mbandaka,Montevideo,Typhimurium,Panama","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2711,Portugal,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
2844,South Korea,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Molecular characteristics,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Molecular characterization (descriptive)",,,,,,,,,,,,,,,,,
3801,Sweden,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,wet grain","Results were combined among sample types,Serotype(s) present in food / food environment / food equipment",Cubana,"Risk factors for prevalence or concentration of Salmonella,Outbreak investigation",,,,"farm characteristics,feed characteristics",,,,,,,,,,,,,
4476,Brazil,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment",Not specified,"Antimicrobial resistance,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Typhimurium,Sandiego","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4509,USA,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
4586,Greece,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Antimicrobial resistance,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Tennessee","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present",,,,,,,,,,,,,,,,,
4613,Not reported,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,environment,,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Serotype(s) present in food / food environment / food equipment",Schwarzewngrund,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5006,USA,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"pelleted feed,Soybean meal,corn meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Mbandaka,Tennessee,Johannesburg,Orion,Derby,Worthington,Kentucky,Copenhagen,Orianenburg,Thomasville","Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,One serotype was S. Typhimurium (Copenhagen)
5098,USA,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"dry grain,pelleted feed,animal byproducts,Not specified,Soybean meal,corn,Whey","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Montevideo,Anatum,Infantis,Agona,Heidelberg,Orion,Derby,Worthington,Kentucky,Oranienburg,Arkansas","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,milk was a component of the pigs' diet. There was an on-farm feed mill in this study (I counted it as part of the farm data).
7760,Not reported,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,"feed,environment","pelleted feed,commercial feed, not otherwise specified","Prevalence / proportion positive,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Typhimurium","Estimating prevalence of Salmonella,Determining serotypes present,Outbreak investigation",,,,,,,,,,,,,,,,,
18165,Nigeria,Analytical observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Infantis,Typhimurium,Derby","Estimating prevalence of Salmonella,Determining antimicrobial resistance,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,farm characteristics,,,,,,,,,,,,,
19359,USA,Single group observational,On-farm,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,Not specified,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Heidelberg,"Estimating prevalence of Salmonella,Determining serotypes present",,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Swine,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not reported,"Laboratory study (experimental, something manipulated)",Retail,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,USA,Diagnostic test evaluation,Retail,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9388,Viet Nam,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19919,USA,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Antimicrobial Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,Sweden,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Not reported,Diagnostic test evaluation,Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,Mexico,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,United Kingdom,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11411,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Concentration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Swine,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,Not reported,Diagnostic test evaluation,Not Specified,Swine,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,not reported,"Concentration,Molecular characteristics",Choleraesuis,"Development of validation of methods for detection of Salmonella,Estimating concentration of Salmonella,Molecular characterization (descriptive)",Deliberately innoculated,,DNA-based,,,
5179,"Canada,Great Britain,Israel","Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Molecular Characteristics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,USA,Analytical observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,Not reported,Diagnostic test evaluation,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,Mexico,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4654,Not reported,Diagnostic test evaluation,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,Sweden,Diagnostic test evaluation,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9292,Poland,Analytical observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,USA,Diagnostic test evaluation,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9388,Viet Nam,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13904,Brazil,Diagnostic test evaluation,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16446,Belgium,Analytical observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18279,Belgium,Analytical observational,Not Specified,Swine,Prevalence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,USA,Single group observational,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,Not reported,Diagnostic test evaluation,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,Great Britain,Analytical observational,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,United Kingdom,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"mineral mix,soybean meal,Fish meal,wheat,oats,milk","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,copper sulphate and organic acids,
4206,USA,Diagnostic test evaluation,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"soybean meal,Fish meal,wheat,oats,milk","Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of conditions associated with survival times",,temperature,,,,
5179,"Canada,Great Britain,Israel","Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5394,USA,Single group observational,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9119,Sweden,Diagnostic test evaluation,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9257,Serbia,"Molecular studies (e.g. categorization from isolate banks, AMR etc)",Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9297,USA,Diagnostic test evaluation,Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9447,Not reported,"Laboratory study (experimental, something manipulated)",Not Specified,Swine,Serovar(s) Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,"mineral mix,barley,wheat,corn,sugar beet pulp,animal fat,Common salt,soya expeller,sugar cane molasses,Potato protein,calcium phosphate,calcium carbonate","Concentration,Survival time,None of the above,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,fermentation,
