Refid,User,Level,year,country,continent,st_design,NR?,setting,species,serotype,NR_serotype,field_sources,field_outcomes,field_serotype,field_purpose,field_risk,field_interv,plant_species,plant_sources,plant_feedstuff,plant_outcomes,plant_serotype,plant_purpose,plant_innoc,plant_lab,plant_risk,plant_surv,plant_interv,trans_species,trans_sources,trans_feedstuff,trans_outcomes,trans_serotype,trans_purpose,trans_risk,retail_species,retail_sources,retail_feedstuff,retail_outcomes,retail_serotype,retail_purpose,retail_innoc,retail_lab,retail_risk,farm_species,farm_sources,farm_feedstuff,farm_outcomes,farm_serotype,farm_purpose,farm_innoc,farm_surv,farm_lab,farm_risk,farm_interv,NR_species,NR_sources,NR_feedstuff,NR_outcomes,NR_serotype,NR_purpose,NR_innoc,NR_surv,NR_lab,NR_risk,NR_interv,Comments
2673,"SarahTotton,Mikalya_Plishka",3,2011,Argentina,South America,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,"Enteritidis,Typhimurium,Gallinarum,Kentucky,pullorum,Livingstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,not reported,"None of the above,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Gallinarum,Kentucky,pullorum,Livingstone",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based",,,"Outcomes were accuracy, sensitivity, Sp, positive predictive value, and negative predicitve value The heat injury part of the study did not involve feed."
2673,"SarahTotton,Mikalya_Plishka",3,2011,Argentina,South America,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Livingstone,"Enteritidis,Typhimurium,Gallinarum,Kentucky,pullorum,Livingstone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laying hens,feed,not reported,"None of the above,Serotype(s) present in food / food environment / food equipment","Enteritidis,Typhimurium,Gallinarum,Kentucky,pullorum,Livingstone",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,"Culture-based,DNA-based",,,"Outcomes were accuracy, sensitivity, Sp, positive predictive value, and negative predicitve value The heat injury part of the study did not involve feed."
6228,"SarahTotton,Ellen_Vriezen",3,2005,Brazil,South America,Single group observational,Yes,Not specified,Poultry,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,not reported,Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,
1691,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Yes,Not specified,Poultry,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
1691,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Yes,Not specified,Poultry,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
1691,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Yes,Not specified,Poultry,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
1691,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Yes,Not specified,Poultry,S. Anatum,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
1691,"Ellen_Vriezen,Mikalya_Plishka",3,2015,Brazil,South America,Molecular studies,Yes,Not specified,Poultry,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Antimicrobial resistance,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Anatum,Infantis,gafsa,cerro,adelaide","Determining antimicrobial resistance,Comparison of AMR patterns between sources",,,,,,
13904,"Ellen_Vriezen,Mikalya_Plishka",3,2005,Brazil,South America,Diagnostic test evaluation,Yes,Not specified,Swine,S. Typhimurium,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swine,feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Typhimurium,"Development of validation of methods for detection of Salmonella,Estimating prevalence of Salmonella",Deliberately innoculated,,"Culture-based,DNA-based",,,
4303,"SarahTotton,Mikalya_Plishka",3,2003,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,meat meal,Results were combined among sample types,Enteritidis,"Estimating prevalence of Salmonella,Molecular characterization (descriptive)",,,,,,"Is ""meat meal"" chicken feed or was it made from chickens?"
5147,"SarahTotton,Ellen_Vriezen",3,1996,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Commercial feed,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis",Determining serotypes present,,,,,,
5147,"SarahTotton,Ellen_Vriezen",3,1996,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Enteritidis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,Commercial feed,"Results were combined among sample types,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Enteritidis",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Mbandaka,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Agona,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Enteritidis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
4418,"SarahTotton,Ellen_Vriezen",3,2002,Brazil,South America,Molecular studies,Yes,Not specified,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,not reported,Serotype(s) present in food / food environment / food equipment,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Mbandaka,Infantis,Agona,Enteritidis,Typhimurium,ohio,Rough",Determining serotypes present,,,,,,
9558,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Brazil,South America,Analytical observational,Yes,Not specified,Not Reported,S. spp,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9558,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Brazil,South America,Analytical observational,Yes,Not specified,Not Reported,S. Senftenberg,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9558,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Brazil,South America,Analytical observational,Yes,Not specified,Not Reported,S. Montevideo,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9558,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Brazil,South America,Analytical observational,Yes,Not specified,Not Reported,S. Infantis,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
9558,"Ellen_Vriezen,Mikalya_Plishka",3,2012,Brazil,South America,Analytical observational,Yes,Not specified,Not Reported,S. Typhimurium,"Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not reported,feed,"Meat and bone meal,blood meal and feathers,Viscera meal","Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment","Not specified / any or all combined / Salmonella spp.,Senftenberg,Montevideo,Infantis,Typhimurium,cerro","Estimating prevalence of Salmonella,Determining serotypes present,Risk factors for prevalence or concentration of Salmonella",,,,feed characteristics,,
20005,"SarahTotton,Mikalya_Plishka",3,2004,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beef cattle,feed,poultry litter,"Reported &ldquo;Salmonella present&rdquo; (or +) without a denominator,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator",Not specified / any or all combined / Salmonella spp.,"Estimating prevalence of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"ensiling, deep stacking",deep stacking
2003,"SarahTotton,Ellen_Vriezen",3,2014,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Cattle or Buffalo,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cattle, not further specified",feed,pelleted feed,"Concentration,Survival time",Not specified / any or all combined / Salmonella spp.,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,heat treatment,
10929,"SarahTotton,Ellen_Vriezen",3,2018,Not reported,Not Reported,Single group observational,Yes,Not specified,Goats,S. spp,Not specified / any or all combined / Salmonella spp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goats,feed,"Molasses,Common salt,fermented rice straw,clamshell,papaya latex,urea,Bentonite",Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Not specified / any or all combined / Salmonella spp.,Estimating prevalence of Salmonella,,,,,,all samples were negative
4506,"SarahTotton,Ellen_Vriezen",3,2001,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,animal byproducts,Reported &ldquo;Salmonella absent&rdquo; (or -) without a denominator,Enteritidis,Estimating prevalence of Salmonella,,,,,,They inoculated Salmonella into the feed and it did not grow (i.e. all samples tested were negative).
16038,"SarahTotton,Ellen_Vriezen,Mikalya_Plishka",3,2007,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Broiler chickens,feed,chick starter feed,"Concentration,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,organic acids,
5123,"SarahTotton,Mikalya_Plishka",3,1996,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,Mash,"Concentration,Survival time,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Estimating survival time of Salmonella,Evaluation of interventions to reduce Salmonella",,,,,"chemical disinfectants, cleaning agents",
1482,"SarahTotton,Ellen_Vriezen",3,2016,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,not reported,"Prevalence / proportion positive,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Development of validation of methods for detection of Salmonella,DO NOT USE Comparison of detection methods",Deliberately innoculated,,"Culture-based,Other",,,"Denominator: 30 samples were tested for each of the 2 test types. 20 at the ""fractional level"", and 5 each at the ""high"" and ""control"" levels.Probability of detection was another outcome type reported."
5230,"Ellen_Vriezen,Mikalya_Plishka",3,1995,Not reported,Not Reported,Laboratory study (experimental),Yes,Not specified,Poultry,S. Enteritidis,Enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poultry, not further specified",feed,Fish meal,"Concentration,Serotype(s) present in food / food environment / food equipment",Enteritidis,"Estimating concentration of Salmonella,Risk factors for prevalence or concentration of Salmonella",,,,other,,Alphitobius beetles are the risk factor for Salmonella in feed. The study reports the prevalence of salmonella in the beetles.
9811,"SarahTotton,Ellen_Vriezen",3,2012,Not reported,Not Reported,Diagnostic test evaluation,Yes,Not specified,Poultry,S. Typhimurium,"Enteritidis,Typhimurium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicken, not further specified",feed,not reported,None of the above,"Enteritidis,Typhimurium",Development of validation of methods for detection of Salmonella,Deliberately innoculated,,Enrichment methods,,,"Sensitivity, specificity and accuracy were the reported outcomes."
